,crop,p,c1,c2,fertilizer subsidy (%),land area (ha),yield (kg/ha),production (kg),Nfert (kg/ha)
3789,sesame,-20,30,-30,-30.0,380729.0,0.2,74371.31,0.0
3790,sesame,50,-10,50,50.0,556439.73,323.48,179997059.98,23.21
3791,sesame,-10,0,-30,-30.0,1472526.59,26.74,39369739.59,0.08
3792,sesame,30,-30,30,30.0,532945.58,354.14,188738446.49,29.39
3793,sesame,-20,0,50,50.0,602063.76,340.54,205026105.36,34.71
3794,sesame,0,30,20,20.0,380772.25,0.2,74371.31,0.0
3795,sesame,-40,-30,50,50.0,514138.86,389.9,200463896.46,39.46
3796,sesame,20,-10,-10,-10.0,743.53,100.03,74371.31,0.0
3797,sesame,20,20,10,10.0,380887.0,0.2,74371.31,0.0
3798,sesame,-10,10,-40,-40.0,377361.17,0.2,74371.31,0.0
3799,sesame,20,-10,50,50.0,1519992.33,105.82,160848535.46,5.13
3800,sesame,0,-40,20,20.0,488974.67,395.11,193200036.07,36.3
3801,sesame,0,20,50,50.0,380861.62,0.2,74371.31,0.0
3802,sesame,50,30,-30,-30.0,507840.5,0.15,74371.31,0.0
3803,sesame,-40,-20,-30,-30.0,794.28,93.63,74371.31,0.0
3804,sesame,40,-40,50,50.0,403677.1,438.64,177070731.02,33.12
3805,sesame,-30,-30,10,10.0,528.05,140.84,74371.31,0.0
3806,sesame,-40,0,0,0.0,3596.12,20.68,74371.31,0.0
3807,sesame,-40,40,30,30.0,506619.14,0.15,74371.31,0.0
3808,sesame,0,-20,20,20.0,567.34,131.09,74371.31,0.0
3809,sesame,-20,40,-20,-20.0,380110.66,0.2,74371.31,0.0
3810,sesame,40,-10,-10,-10.0,576364.86,320.14,184518419.32,24.35
3811,sesame,-10,-40,10,10.0,469034.96,410.47,192523056.46,37.93
3812,sesame,40,40,-40,-40.0,507399.44,0.15,74371.31,0.0
3813,sesame,40,20,20,20.0,507883.17,0.15,74371.31,0.0
3814,sesame,20,50,0,0.0,380988.5,0.2,74371.31,0.0
3815,sesame,20,40,0,0.0,380403.27,0.2,74371.31,0.0
3816,sesame,-10,50,-30,-30.0,380988.5,0.2,74371.31,0.0
3817,sesame,-10,-20,-40,-40.0,513029.12,370.47,190061624.62,31.79
3818,sesame,40,30,20,20.0,507811.67,0.15,74371.31,0.0
3819,sesame,50,-40,-10,-10.0,206326.22,731.93,151015380.12,44.02
3820,sesame,40,40,50,50.0,507399.44,0.15,74371.31,0.0
3821,sesame,-40,30,-30,-30.0,507581.01,0.15,74371.31,0.0
3822,sesame,10,20,-30,-30.0,380874.31,0.2,74371.31,0.0
3823,sesame,20,50,30,30.0,380988.5,0.2,74371.31,0.0
3824,sesame,20,10,50,50.0,387064.92,0.19,74371.31,0.0
3825,sesame,10,10,-30,-30.0,372306.88,0.2,74371.31,0.0
3826,sesame,20,50,-30,-30.0,380988.5,0.2,74371.31,0.0
3827,sesame,30,-20,-10,-10.0,577664.0,325.7,188142802.24,26.14
3828,sesame,30,20,20,20.0,380899.69,0.2,74371.31,0.0
3829,sesame,20,-20,30,30.0,565605.67,344.51,194856719.86,30.79
3830,sesame,10,50,-40,-40.0,380988.5,0.2,74371.31,0.0
3831,sesame,20,30,40,40.0,380815.5,0.2,74371.31,0.0
3832,sesame,20,-30,30,30.0,514794.4,371.25,191119241.79,32.36
3833,sesame,-20,10,-30,-30.0,376855.77,0.2,74371.31,0.0
3834,sesame,-10,-30,40,40.0,502265.91,390.77,196268950.95,37.32
3835,sesame,-40,40,0,0.0,506619.14,0.15,74371.31,0.0
3836,sesame,-20,40,20,20.0,380110.66,0.2,74371.31,0.0
3837,sesame,30,50,20,20.0,380988.5,0.2,74371.31,0.0
3838,sesame,-40,-30,-10,-10.0,489977.26,402.61,197268470.97,39.5
3839,sesame,-20,-10,20,20.0,1494991.11,68.8,102854683.61,1.33
3840,sesame,30,40,40,40.0,380476.43,0.2,74371.31,0.0
3841,sesame,10,30,50,50.0,380793.88,0.2,74371.31,0.0
3842,sesame,50,-30,-10,-10.0,273844.5,573.93,157166557.84,34.77
3843,sesame,-10,50,-10,-10.0,380988.5,0.2,74371.31,0.0
3844,sesame,-10,40,-30,-30.0,380183.81,0.2,74371.31,0.0
3845,sesame,0,-10,-40,-40.0,1397780.96,90.41,126367991.56,2.66
3846,sesame,30,10,-40,-40.0,409705.65,0.18,74371.31,0.0
3847,sesame,50,-40,-40,-40.0,144574.29,1017.6,147119335.49,68.84
3848,sesame,-40,0,20,20.0,3596.12,20.68,74371.31,0.0
3849,sesame,20,40,10,10.0,380403.27,0.2,74371.31,0.0
3850,sesame,40,-40,-20,-20.0,264733.91,611.47,161876135.22,41.28
3851,sesame,-20,-40,-30,-30.0,480879.63,400.11,192404768.24,36.53
3852,sesame,-40,20,-40,-40.0,507747.83,0.15,74371.31,0.0
3853,sesame,10,-40,-20,-20.0,499835.81,379.48,189678864.87,32.67
3854,sesame,40,30,-20,-20.0,507811.67,0.15,74371.31,0.0
3855,sesame,-40,40,10,10.0,506619.14,0.15,74371.31,0.0
3856,sesame,-20,20,40,40.0,380836.25,0.2,74371.31,0.0
3857,sesame,0,-40,-40,-40.0,540451.98,359.32,194194257.0,32.29
3858,sesame,30,20,0,0.0,380899.69,0.2,74371.31,0.0
3859,sesame,-30,-20,0,0.0,733.77,101.36,74371.31,0.0
3860,sesame,-30,-10,30,30.0,570241.74,356.86,203499184.01,36.29
3861,sesame,-30,-30,20,20.0,496687.61,397.97,197666384.67,39.07
3862,sesame,0,-30,40,40.0,505025.87,386.81,195347568.72,36.32
3863,sesame,-10,-20,10,10.0,543689.94,365.69,198821466.62,35.24
3864,sesame,20,-20,20,20.0,560144.38,346.75,194228607.98,30.8
3865,sesame,-20,50,-40,-40.0,380988.5,0.2,74371.31,0.0
3866,sesame,0,50,-20,-20.0,380988.5,0.2,74371.31,0.0
3867,sesame,30,10,50,50.0,409705.61,0.18,74371.31,0.0
3868,sesame,-20,0,40,40.0,601945.82,340.78,205131456.27,34.79
3869,sesame,-20,50,20,20.0,380988.5,0.2,74371.31,0.0
3870,sesame,0,10,0,0.0,368859.21,0.2,74371.31,0.0
3871,sesame,0,50,10,10.0,380988.5,0.2,74371.31,0.0
3872,sesame,30,-10,10,10.0,599146.14,321.5,192623267.42,27.28
3873,sesame,-20,0,10,10.0,3082.39,24.13,74371.31,0.0
3874,sesame,40,10,-30,-30.0,425161.7,0.17,74371.31,0.0
3875,sesame,-20,20,-10,-10.0,380836.25,0.2,74371.31,0.0
3876,sesame,40,-30,-10,-10.0,372655.09,458.62,170906267.52,32.02
3877,sesame,40,-20,30,30.0,560072.44,334.27,187217207.79,26.69
3878,sesame,30,30,-20,-20.0,380837.13,0.2,74371.31,0.0
3879,sesame,-20,-30,20,20.0,497781.45,395.78,197014088.8,38.4
3880,sesame,10,-30,40,40.0,492631.19,389.64,191947969.12,34.97
3881,sesame,30,40,50,50.0,380476.43,0.2,74371.31,0.0
3882,sesame,0,-20,-30,-30.0,567.34,131.09,74371.31,0.0
3883,sesame,30,10,-20,-20.0,409705.64,0.18,74371.31,0.0
3884,sesame,-20,30,0,0.0,380729.0,0.2,74371.31,0.0
3885,sesame,-20,-20,40,40.0,1520386.56,116.38,176943985.69,6.92
3886,sesame,-40,50,40,40.0,380988.5,0.2,74371.31,0.0
3887,sesame,40,-10,30,30.0,591884.76,320.42,189651309.95,26.11
3888,sesame,0,-40,30,30.0,485023.17,398.35,193207739.24,36.72
3889,sesame,50,-10,-40,-40.0,484648.02,362.96,175905871.45,25.36
3890,sesame,20,-40,-10,-10.0,443073.27,415.61,184147159.66,34.18
3891,sesame,-40,-30,0,0.0,495586.14,399.98,198224888.49,39.66
3892,sesame,20,-20,10,10.0,553078.83,348.97,193007877.27,30.55
3893,sesame,20,10,40,40.0,387064.93,0.19,74371.31,0.0
3894,sesame,20,0,-20,-20.0,2054.93,36.19,74371.31,0.0
3895,sesame,10,50,50,50.0,380988.5,0.2,74371.31,0.0
3896,sesame,-30,10,-20,-20.0,375769.6,0.2,74371.31,0.0
3897,sesame,40,0,10,10.0,1414813.69,49.97,70701821.26,0.46
3898,sesame,-30,20,50,50.0,380823.56,0.2,74371.31,0.0
3899,sesame,50,0,40,40.0,1267.2,58.69,74371.31,0.0
3900,sesame,-30,30,50,50.0,380707.38,0.2,74371.31,0.0
3901,sesame,0,0,-20,-20.0,1321403.44,29.22,38609688.57,0.08
3902,sesame,-30,50,0,0.0,380988.5,0.2,74371.31,0.0
3903,sesame,30,20,40,40.0,380899.69,0.2,74371.31,0.0
3904,sesame,-20,-30,-40,-40.0,483122.84,395.13,190897639.82,35.13
3905,sesame,10,10,50,50.0,372306.75,0.2,74371.31,0.0
3906,sesame,-20,-30,-10,-10.0,1076282.89,219.91,236681274.78,28.14
3907,sesame,20,30,20,20.0,380815.5,0.2,74371.31,0.0
3908,sesame,-10,20,0,0.0,380848.94,0.2,74371.31,0.0
3909,sesame,10,40,20,20.0,380330.12,0.2,74371.31,0.0
3910,sesame,-10,40,-20,-20.0,380183.81,0.2,74371.31,0.0
3911,sesame,30,-20,-20,-20.0,592447.3,319.67,189388195.52,25.95
3912,sesame,20,-40,-30,-30.0,397744.87,451.78,179694491.97,35.9
3913,sesame,-40,50,0,0.0,380988.5,0.2,74371.31,0.0
3914,sesame,40,0,30,30.0,607779.9,314.34,191047713.74,25.95
3915,sesame,-40,10,20,20.0,507817.09,0.15,74371.31,0.0
3916,sesame,10,30,-30,-30.0,380793.88,0.2,74371.31,0.0
3917,sesame,30,-40,30,30.0,444603.76,411.35,182889593.0,33.08
3918,sesame,10,-20,-40,-40.0,570826.32,335.09,191280360.21,28.29
3919,sesame,30,30,10,10.0,380837.13,0.2,74371.31,0.0
3920,sesame,10,-20,-10,-10.0,533105.75,358.98,191374657.43,31.03
3921,sesame,10,-20,0,0.0,540829.88,357.88,193552914.21,31.84
3922,sesame,0,-20,40,40.0,564766.26,353.42,199599929.02,33.98
3923,sesame,30,40,-20,-20.0,380476.43,0.2,74371.31,0.0
3924,sesame,50,-30,50,50.0,406435.47,422.54,171733818.01,29.07
3925,sesame,10,30,-20,-20.0,380793.88,0.2,74371.31,0.0
3926,sesame,-30,-20,20,20.0,733.77,101.36,74371.31,0.0
3927,sesame,-30,-30,40,40.0,504348.6,393.53,198477137.74,38.89
3928,sesame,30,-20,-40,-40.0,536506.8,350.11,187836787.74,28.6
3929,sesame,20,0,30,30.0,2054.93,36.19,74371.31,0.0
3930,sesame,-30,20,-40,-40.0,380823.56,0.2,74371.31,0.0
3931,sesame,10,-20,20,20.0,553514.21,354.11,196006777.08,32.45
3932,sesame,0,0,-30,-30.0,1326917.15,29.25,38811435.5,0.08
3933,sesame,50,30,-10,-10.0,507840.5,0.15,74371.31,0.0
3934,sesame,20,50,40,40.0,380988.5,0.2,74371.31,0.0
3935,sesame,10,40,50,50.0,380330.12,0.2,74371.31,0.0
3936,sesame,-30,30,-10,-10.0,380707.38,0.2,74371.31,0.0
3937,sesame,30,30,40,40.0,380837.13,0.2,74371.31,0.0
3938,sesame,-30,50,20,20.0,380988.5,0.2,74371.31,0.0
3939,sesame,10,40,-20,-20.0,380330.12,0.2,74371.31,0.0
3940,sesame,20,30,-40,-40.0,380815.5,0.2,74371.31,0.0
3941,sesame,-20,-20,10,10.0,1452903.21,123.37,179244077.94,7.58
3942,sesame,10,20,-40,-40.0,380874.31,0.2,74371.31,0.0
3943,sesame,-20,-30,30,30.0,502757.46,393.0,197584094.28,38.33
3944,sesame,0,20,40,40.0,380861.62,0.2,74371.31,0.0
3945,sesame,-10,-40,40,40.0,459680.53,419.33,192756570.43,39.23
3946,sesame,-10,10,10,10.0,377361.17,0.2,74371.31,0.0
3947,sesame,-10,50,-40,-40.0,380988.5,0.2,74371.31,0.0
3948,sesame,50,10,-30,-30.0,434527.87,0.17,74371.31,0.0
3949,sesame,40,-20,-10,-10.0,529168.25,345.53,182845301.32,26.24
3950,sesame,0,0,10,10.0,619461.82,328.45,203463459.57,32.36
3951,sesame,10,-40,-10,-10.0,523683.89,366.2,191773662.66,32.05
3952,sesame,-40,50,30,30.0,380988.5,0.2,74371.31,0.0
3953,sesame,0,40,-20,-20.0,380256.97,0.2,74371.31,0.0
3954,sesame,-30,-30,50,50.0,507325.67,391.66,198699113.0,38.75
3955,sesame,10,40,40,40.0,380330.12,0.2,74371.31,0.0
3956,sesame,10,0,-20,-20.0,1348621.23,32.85,44299175.24,0.12
3957,sesame,50,-30,-30,-30.0,226472.93,688.38,155900143.93,44.09
3958,sesame,-40,10,-10,-10.0,507817.09,0.15,74371.31,0.0
3959,sesame,-10,40,-40,-40.0,380183.81,0.2,74371.31,0.0
3960,sesame,50,50,-40,-40.0,380988.5,0.2,74371.31,0.0
3961,sesame,-30,20,30,30.0,380823.56,0.2,74371.31,0.0
3962,sesame,50,-30,20,20.0,334230.21,490.71,164009461.47,31.46
3963,sesame,-30,-40,20,20.0,430111.4,447.14,192318367.92,42.79
3964,sesame,20,30,0,0.0,380815.5,0.2,74371.31,0.0
3965,sesame,10,40,-10,-10.0,380330.12,0.2,74371.31,0.0
3966,sesame,-20,-10,-30,-30.0,1494991.11,71.06,106226673.22,1.47
3967,sesame,-40,-30,10,10.0,500485.76,397.55,198969064.09,39.73
3968,sesame,20,40,-30,-30.0,380403.27,0.2,74371.31,0.0
3969,sesame,20,-10,30,30.0,605614.29,326.5,197735241.9,29.78
3970,sesame,-30,-20,-30,-30.0,1332435.53,115.54,153950586.47,5.14
3971,sesame,-40,-40,30,30.0,449711.68,434.48,195388506.72,42.93
3972,sesame,-40,0,-40,-40.0,3596.12,20.68,74371.31,0.0
3973,sesame,50,-10,0,0.0,589589.74,304.17,179333800.09,21.3
3974,sesame,-40,-20,40,40.0,794.28,93.63,74371.31,0.0
3975,sesame,40,10,50,50.0,425161.58,0.17,74371.31,0.0
3976,sesame,20,0,-40,-40.0,2054.93,36.19,74371.31,0.0
3977,sesame,-10,0,-40,-40.0,1472526.59,26.76,39405822.74,0.08
3978,sesame,-20,-20,50,50.0,1520386.56,114.15,173546256.13,6.51
3979,sesame,-40,-20,-10,-10.0,794.28,93.63,74371.31,0.0
3980,sesame,50,-10,-30,-30.0,530664.19,337.74,179229060.7,24.25
3981,sesame,10,-10,0,0.0,830.27,89.57,74371.31,0.0
3982,sesame,30,-10,-30,-30.0,245509.02,798.48,196034741.88,132.61
3983,sesame,-30,20,20,20.0,380823.56,0.2,74371.31,0.0
3984,sesame,50,40,40,40.0,507496.98,0.15,74371.31,0.0
3985,sesame,-40,30,-20,-20.0,507581.01,0.15,74371.31,0.0
3986,sesame,-40,-10,20,20.0,1490436.28,58.25,86822159.62,0.81
3987,sesame,20,-10,-30,-30.0,743.53,100.03,74371.31,0.0
3988,sesame,-10,0,20,20.0,2808.4,26.48,74371.31,0.0
3989,sesame,50,50,-10,-10.0,380988.5,0.2,74371.31,0.0
3990,sesame,-10,10,50,50.0,377361.17,0.2,74371.31,0.0
3991,sesame,10,30,-10,-10.0,380793.88,0.2,74371.31,0.0
3992,sesame,10,-20,30,30.0,558018.27,352.18,196521812.44,32.44
3993,sesame,-10,30,0,0.0,380750.63,0.2,74371.31,0.0
3994,sesame,10,0,0,0.0,1337616.31,32.75,43805809.18,0.12
3995,sesame,-10,-20,0,0.0,538791.86,367.26,197879276.58,35.0
3996,sesame,-10,20,40,40.0,380848.94,0.2,74371.31,0.0
3997,sesame,0,-20,10,10.0,552909.16,358.36,198141583.78,33.95
3998,sesame,30,50,0,0.0,380988.5,0.2,74371.31,0.0
3999,sesame,50,-10,20,20.0,563973.8,320.55,180781673.58,23.19
4000,sorghum,0,10,10,10.0,416867.54,68.61,28603146.77,0.0
4001,sorghum,40,20,10,10.0,0.0,4865424100.0,4865424.11,1.0
4002,sorghum,10,50,40,40.0,0.0,761976997.5,761977.0,1.0
4003,sorghum,-40,0,10,10.0,42003.14,116.13,4877804.66,0.0
4004,sorghum,10,30,40,40.0,380793.88,12.81,4877804.66,0.0
4005,sorghum,-20,20,0,0.0,380836.25,12.81,4877804.66,0.0
4006,sorghum,-40,-40,-30,-30.0,442888.92,1563.97,692664572.56,60.81
4007,sorghum,20,-30,50,50.0,485678.07,1511.83,734260616.03,85.85
4008,sorghum,-40,-30,-20,-20.0,457619.95,1528.35,699405203.1,62.22
4009,sorghum,30,10,-30,-30.0,294477.59,97.64,28753894.88,0.0
4010,sorghum,30,10,10,10.0,294477.67,97.64,28753884.8,0.0
4011,sorghum,-20,10,30,30.0,392792.01,56.42,22159883.93,0.0
4012,sorghum,10,-40,30,30.0,503608.09,1447.83,729140273.1,74.88
4013,sorghum,-20,30,10,10.0,380729.0,12.81,4877804.66,0.0
4014,sorghum,20,0,-30,-30.0,24232.58,201.29,4877804.66,0.0
4015,sorghum,20,40,-40,-40.0,380403.27,12.82,4877804.66,0.0
4016,sorghum,0,-40,-10,-10.0,474160.75,1495.48,709099113.83,65.58
4017,sorghum,30,30,0,0.0,380837.13,12.81,4877804.66,0.0
4018,sorghum,-40,-40,-20,-20.0,442658.72,1571.1,695461875.4,62.93
4019,sorghum,50,30,50,50.0,0.0,4865424100.0,4865424.11,1.0
4020,sorghum,50,-10,30,30.0,399379.98,1823.43,728241139.94,121.89
4021,sorghum,20,-10,-20,-20.0,1388730.97,324.96,451275698.79,1.5
4022,sorghum,50,20,30,30.0,0.0,4865424100.0,4865424.11,1.0
4023,sorghum,10,-20,50,50.0,497712.25,1475.38,734315939.31,81.78
4024,sorghum,10,-20,-20,-20.0,422229.74,1637.95,691590927.95,65.3
4025,sorghum,20,-10,10,10.0,1460105.18,321.35,469207480.77,1.72
4026,sorghum,10,10,30,30.0,406569.07,74.67,30357973.78,0.0
4027,sorghum,40,50,-10,-10.0,0.0,761976997.5,761977.0,1.0
4028,sorghum,10,-10,30,30.0,17386.52,280.55,4877804.66,0.0
4029,sorghum,50,10,0,0.0,220109.58,133.62,29410541.76,0.0
4030,sorghum,-20,50,50,50.0,0.0,761976997.5,761977.0,1.0
4031,sorghum,-30,-40,30,30.0,473913.53,1509.05,715158427.01,70.65
4032,sorghum,-10,40,0,0.0,380183.81,12.83,4877804.66,0.0
4033,sorghum,-40,-10,40,40.0,0.0,5173655900.0,5173655.88,1.34
4034,sorghum,-30,30,40,40.0,380707.38,12.81,4877804.66,0.0
4035,sorghum,10,-40,10,10.0,494804.91,1459.58,722209550.34,71.09
4036,sorghum,-10,-40,20,20.0,479285.58,1495.45,716746497.52,70.55
4037,sorghum,-10,-40,0,0.0,473102.71,1501.1,710173306.31,66.7
4038,sorghum,-40,-20,50,50.0,0.0,4865424100.0,4865424.11,1.0
4039,sorghum,30,-40,20,20.0,533256.6,1386.8,739522611.17,76.29
4040,sorghum,0,40,-40,-40.0,380256.97,12.83,4877804.66,0.0
4041,sorghum,50,50,30,30.0,0.0,4865424100.0,4865424.11,1.0
4042,sorghum,-30,-40,50,50.0,488247.81,1476.27,720787319.17,71.62
4043,sorghum,20,20,20,20.0,380887.0,12.81,4877804.66,0.0
4044,sorghum,-30,-40,-30,-30.0,458613.33,1519.89,697041839.06,60.28
4045,sorghum,40,0,-10,-10.0,0.0,12355200000.0,12355195.19,6006.05
4046,sorghum,20,20,-10,-10.0,380887.0,12.81,4877804.66,0.0
4047,sorghum,-10,-40,-10,-10.0,471053.97,1500.63,706876800.11,64.62
4048,sorghum,-30,0,-30,-30.0,39579.88,123.24,4877804.66,0.0
4049,sorghum,-30,20,0,0.0,380823.56,12.81,4877804.66,0.0
4050,sorghum,0,-10,0,0.0,18920.62,257.8,4877804.66,0.0
4051,sorghum,-10,-20,-30,-30.0,430503.51,1602.28,689788320.55,61.74
4052,sorghum,0,10,-10,-10.0,416867.5,68.61,28603150.45,0.0
4053,sorghum,20,-30,-40,-40.0,479741.8,1485.95,712872374.43,67.19
4054,sorghum,10,0,20,20.0,456787.06,1582.97,723081293.1,83.9
4055,sorghum,40,50,20,20.0,0.0,761976997.5,761977.0,1.0
4056,sorghum,-10,-30,50,50.0,497824.18,1460.21,726928555.61,74.48
4057,sorghum,40,-20,50,50.0,443670.11,1658.04,735622129.84,106.34
4058,sorghum,50,10,40,40.0,220109.68,133.62,29410526.81,0.0
4059,sorghum,30,0,40,40.0,0.0,4865424100.0,4865424.11,1.0
4060,sorghum,0,30,-20,-20.0,380772.25,12.81,4877804.66,0.0
4061,sorghum,50,30,0,0.0,0.0,4865424100.0,4865424.11,1.0
4062,sorghum,-40,10,50,50.0,0.0,4865424100.0,4865424.11,1.0
4063,sorghum,50,50,40,40.0,0.0,761976997.5,761977.0,1.0
4064,sorghum,30,10,-10,-10.0,294477.63,97.64,28753889.76,0.0
4065,sorghum,40,40,20,20.0,0.0,4865424100.0,4865424.11,1.0
4066,sorghum,40,-10,10,10.0,381405.81,1849.27,705320895.5,95.6
4067,sorghum,50,-30,-40,-40.0,305518.78,2274.63,694940724.57,137.26
4068,sorghum,-10,-30,-30,-30.0,440853.16,1571.28,692702522.47,61.33
4069,sorghum,0,-30,10,10.0,452959.72,1570.06,711175680.22,73.18
4070,sorghum,-10,-40,50,50.0,491123.87,1476.34,725064699.01,74.67
4071,sorghum,-20,-40,30,30.0,476240.29,1505.25,716858941.05,71.49
4072,sorghum,-20,10,-10,-10.0,392792.01,56.42,22159887.03,0.0
4073,sorghum,0,40,30,30.0,380256.97,12.83,4877804.66,0.0
4074,sorghum,-20,-20,0,0.0,16834.55,289.75,4877804.66,0.0
4075,sorghum,-40,-40,40,40.0,480823.46,1488.08,715504511.33,69.08
4076,sorghum,-10,30,50,50.0,380750.63,12.81,4877804.66,0.0
4077,sorghum,30,40,-10,-10.0,380476.43,12.82,4877804.66,0.0
4078,sorghum,30,-40,-10,-10.0,606547.3,1228.86,745364517.07,64.41
4079,sorghum,50,30,-40,-40.0,0.0,4865424100.0,4865424.11,1.0
4080,sorghum,10,-30,20,20.0,471980.31,1528.29,721321997.24,76.89
4081,sorghum,-20,-30,-20,-20.0,1427434.12,378.41,540157115.27,3.49
4082,sorghum,30,-40,40,40.0,520252.72,1425.86,741807580.39,82.4
4083,sorghum,30,-10,-40,-40.0,1247450.3,383.4,478275408.35,2.21
4084,sorghum,50,-30,10,10.0,720304.58,1075.27,774524065.13,65.55
4085,sorghum,-40,-40,20,20.0,466809.56,1520.52,709791742.7,68.03
4086,sorghum,-10,-30,-10,-10.0,442839.07,1581.66,700421720.07,66.78
4087,sorghum,10,50,-10,-10.0,0.0,761976997.5,761977.0,1.0
4088,sorghum,30,-20,0,0.0,412105.99,1704.68,702508037.53,78.48
4089,sorghum,0,10,20,20.0,416867.56,68.61,28603144.8,0.0
4090,sorghum,-40,-20,-40,-40.0,19453.26,250.74,4877804.66,0.0
4091,sorghum,30,-30,-20,-20.0,486074.38,1482.06,720393583.0,71.87
4092,sorghum,30,20,10,10.0,380899.69,12.81,4877804.66,0.0
4093,sorghum,-20,10,0,0.0,392792.01,56.42,22159886.26,0.0
4094,sorghum,40,20,-20,-20.0,0.0,4865424100.0,4865424.11,1.0
4095,sorghum,-40,-10,10,10.0,26591.14,183.44,4877804.66,0.0
4096,sorghum,-40,20,0,0.0,0.0,4865424100.0,4865424.11,1.0
4097,sorghum,20,10,-30,-30.0,362348.31,84.62,30663576.73,0.0
4098,sorghum,30,-10,50,50.0,0.0,4865424100.0,4865424.11,1.0
4099,sorghum,30,-30,-10,-10.0,473662.4,1515.64,717899560.73,73.16
4100,sorghum,40,-10,50,50.0,425417.79,1722.58,732814473.34,112.41
4101,sorghum,20,20,-30,-30.0,380887.0,12.81,4877804.66,0.0
4102,sorghum,20,40,40,40.0,380403.27,12.82,4877804.66,0.0
4103,sorghum,10,30,-40,-40.0,380793.88,12.81,4877804.66,0.0
4104,sorghum,-30,-10,0,0.0,480523.91,1483.57,712892611.08,67.01
4105,sorghum,0,0,40,40.0,465705.34,1555.15,724240170.85,81.95
4106,sorghum,10,-30,-30,-30.0,454782.08,1541.36,700983009.12,64.1
4107,sorghum,50,30,10,10.0,0.0,4865424100.0,4865424.11,1.0
4108,sorghum,-10,-20,40,40.0,0.0,4865424100.0,4865424.11,1.0
4109,sorghum,-10,-10,-30,-30.0,1517443.81,234.44,355751221.13,0.44
4110,sorghum,40,20,0,0.0,0.0,4865424100.0,4865424.11,1.0
4111,sorghum,40,-40,30,30.0,628421.96,1211.32,761223135.02,72.44
4112,sorghum,20,10,-40,-40.0,362348.24,84.62,30663576.44,0.0
4113,sorghum,-20,10,20,20.0,392792.01,56.42,22159884.7,0.0
4114,sorghum,20,0,0,0.0,24232.58,201.29,4877804.66,0.0
4115,sorghum,10,20,40,40.0,380874.31,12.81,4877804.66,0.0
4116,sorghum,-30,10,50,50.0,395987.3,51.81,20516463.77,0.0
4117,sorghum,-40,20,10,10.0,0.0,4865424100.0,4865424.11,1.0
4118,sorghum,20,-30,10,10.0,460994.38,1556.76,717656296.23,76.81
4119,sorghum,20,-10,0,0.0,1372937.14,321.9,441943916.02,1.37
4120,sorghum,40,40,10,10.0,0.0,4865424100.0,4865424.11,1.0
4121,sorghum,40,-30,30,30.0,472789.6,1555.29,735325451.27,92.08
4122,sorghum,-40,30,-40,-40.0,0.0,4865424100.0,4865424.11,1.0
4123,sorghum,20,-10,-40,-40.0,1402428.1,328.57,460791930.34,1.64
4124,sorghum,50,10,-10,-10.0,220109.54,133.62,29410543.27,0.0
4125,sorghum,-20,0,20,20.0,36348.87,134.19,4877804.66,0.0
4126,sorghum,-40,0,-20,-20.0,42003.14,116.13,4877804.66,0.0
4127,sorghum,-10,10,-20,-20.0,391315.83,61.92,24230425.04,0.0
4128,sorghum,10,-10,50,50.0,0.0,4865424100.0,4865424.11,1.0
4129,sorghum,-40,-30,40,40.0,498962.47,1440.41,718708094.02,67.11
4130,sorghum,40,-40,40,40.0,5355.21,910.85,4877804.66,0.0
4131,sorghum,0,-20,30,30.0,481125.43,1504.79,723993162.68,76.64
4132,sorghum,0,-30,-20,-20.0,443041.87,1574.56,697597230.16,64.47
4133,sorghum,-10,10,-30,-30.0,391315.83,61.92,24230426.34,0.0
4134,sorghum,30,-30,20,20.0,461330.55,1571.9,725166289.99,84.54
4135,sorghum,50,-30,-20,-20.0,450954.03,1632.19,736040959.58,103.11
4136,sorghum,40,-20,10,10.0,397641.38,1779.94,707779286.35,90.61
4137,sorghum,30,-20,50,50.0,470417.21,1566.22,736778746.34,94.95
4138,sorghum,-40,-40,-40,-40.0,444048.15,1554.25,690162601.92,58.78
4139,sorghum,-20,20,-30,-30.0,380836.25,12.81,4877804.66,0.0
4140,sorghum,-10,40,-10,-10.0,380183.81,12.83,4877804.66,0.0
4141,sorghum,0,-40,10,10.0,479817.64,1492.3,716032886.78,69.79
4142,sorghum,20,0,10,10.0,24232.58,201.29,4877804.66,0.0
4143,sorghum,-40,20,20,20.0,0.0,4865424100.0,4865424.11,1.0
4144,sorghum,-10,0,0,0.0,33117.86,147.29,4877804.66,0.0
4145,sorghum,40,-10,40,40.0,420899.54,1734.99,730256200.08,110.86
4146,sorghum,30,-20,20,20.0,442364.97,1632.86,722318668.2,88.68
4147,sorghum,0,20,-40,-40.0,380861.62,12.81,4877804.66,0.0
4148,sorghum,40,-10,-20,-20.0,362580.6,1908.86,692117181.48,88.07
4149,sorghum,20,50,-40,-40.0,0.0,761976997.5,761977.0,1.0
4150,sorghum,-20,-40,-10,-10.0,465189.62,1514.62,704585419.14,64.29
4151,sorghum,-20,-10,-40,-40.0,23011.56,211.97,4877804.66,0.0
4152,sorghum,-30,20,-20,-20.0,380823.56,12.81,4877804.66,0.0
4153,sorghum,0,50,20,20.0,0.0,761976997.5,761977.0,1.0
4154,sorghum,-30,40,10,10.0,380037.51,12.84,4877804.66,0.0
